,number_of_places_2500m,number_of_places_1000m,number_of_places_500m
30906,11,2,0
30907,78,8,0
30908,0,0,0
30909,2,0,0
30910,7,0,0
30911,51,6,2
30912,0,0,0
30913,0,0,0
30914,1,0,0
30915,12,2,0
30916,1,0,0
30917,4,0,0
30918,8,1,1
30919,0,0,0
30920,13,2,0
30921,10,1,0
30922,67,10,3
30923,0,0,0
30924,37,1,0
30925,0,0,0
30926,5,1,0
30927,10,0,0
30928,0,0,0
30929,0,0,0
30930,9,1,0
30931,0,0,0
30932,11,1,0
30933,67,12,4
30934,41,6,0
30935,1,0,0
30936,18,3,2
30937,13,3,1
30938,25,0,0
30939,1,0,0
30940,48,9,2
30941,2,0,0
30942,8,1,1
30943,20,4,0
30944,1,0,0
30945,68,11,0
30946,7,0,0
30947,77,18,3
30948,1,0,0
30949,1,1,0
30950,1,0,0
30951,0,0,0
30952,1,0,0
30953,7,0,0
30954,1,0,0
30955,7,0,0
30956,5,0,0
30957,2,0,0
30958,28,5,4
30959,10,3,0
30960,2,1,0
30961,8,4,2
30962,44,3,0
30963,0,0,0
30964,22,0,0
30965,7,2,0
30966,23,3,1
30967,23,4,2
30968,2,0,0
30969,13,0,0
30970,1,0,0
30971,78,26,8
30972,65,12,2
30973,1,0,0
30974,0,0,0
30975,69,10,3
30976,55,8,2
30977,30,2,1
30978,11,5,3
30979,11,0,0
30980,71,13,2
30981,67,10,2
30982,14,2,1
30983,16,2,2
30984,2,1,0
30985,72,12,3
30986,9,1,0
30987,6,0,0
30988,1,0,0
30989,3,0,0
30990,23,3,0
30991,4,0,0
30992,17,3,2
30993,1,0,0
30994,9,1,0
30995,66,11,4
30996,67,12,3
30997,66,10,4
30998,0,0,0
30999,45,12,1
31000,1,0,0
31001,2,0,0
31002,13,1,0
31003,10,2,0
31004,12,1,0
31005,69,16,3
31006,4,0,0
31007,14,3,1
31008,1,0,0
31009,0,0,0
31010,11,4,1
31011,8,2,0
31012,75,14,3
31013,0,0,0
31014,1,0,0
31015,6,1,0
31016,9,1,0
31017,0,0,0
31018,0,0,0
31019,1,0,0
31020,2,0,0
31021,2,0,0
31022,32,3,1
31023,4,0,0
31024,4,3,0
31025,5,2,1
31026,1,0,0
31027,53,3,1
31028,53,25,8
31029,53,12,2
31030,77,10,0
31031,15,4,2
31032,68,10,3
31033,0,0,0
31034,19,4,0
31035,71,15,2
31036,58,11,3
31037,2,0,0
31038,61,12,4
31039,0,0,0
31040,59,12,4
31041,29,5,0
31042,0,0,0
31043,49,9,0
31044,13,2,1
31045,29,3,1
31046,2,0,0
31047,13,1,0
31048,1,0,0
31049,79,13,3
31050,26,3,2
31051,1,0,0
31052,53,9,0
31053,0,0,0
31054,11,2,1
31055,9,1,0
31056,63,8,1
31057,2,0,0
31058,2,0,0
31059,73,25,2
31060,23,3,0
31061,20,0,0
31062,19,3,1
31063,47,3,2
31064,15,4,0
31065,64,8,3
31066,12,2,0
31067,4,0,0
31068,2,0,0
31069,13,2,0
31070,68,10,3
31071,6,1,0
31072,2,1,0
31073,2,0,0
31074,77,26,11
31075,0,0,0
31076,72,13,6
31077,63,11,4
31078,8,1,0
31079,20,3,1
31080,67,9,5
31081,8,0,0
31082,2,0,0
31083,1,0,0
31084,1,0,0
31085,11,6,2
31086,2,0,0
31087,1,0,0
31088,1,0,0
31089,73,15,3
31090,1,0,0
31091,2,0,0
31092,77,16,6
31093,0,0,0
31094,18,2,0
31095,70,9,2
31096,50,29,10
31097,17,1,0
31098,1,0,0
31099,69,11,2
31100,4,0,0
31101,9,4,1
31102,45,1,0
31103,11,2,1
31104,0,0,0
31105,61,14,2
31106,11,1,0
31107,12,0,0
31108,21,4,0
31109,16,3,1
31110,19,3,2
31111,1,0,0
31112,10,1,0
31113,53,2,0
31114,76,16,6
31115,19,5,0
31116,8,1,1
31117,1,0,0
31118,8,2,0
31119,6,0,0
31120,48,9,2
31121,8,1,0
31122,8,1,0
31123,68,4,0
31124,71,12,0
31125,0,0,0
31126,36,3,2
31127,1,0,0
31128,14,3,0
31129,62,20,2
31130,6,2,0
31131,2,0,0
31132,14,4,0
31133,2,0,0
31134,27,0,0
31135,71,21,6
31136,1,0,0
31137,9,4,2
31138,6,0,0
31139,22,4,1
31140,0,0,0
31141,65,12,4
31142,5,0,0
31143,56,11,3
31144,6,0,0
31145,5,0,0
31146,1,0,0
31147,35,3,1
31148,16,2,0
31149,1,0,0
31150,9,3,1
31151,5,1,0
31152,2,0,0
31153,75,11,2
31154,8,1,1
31155,67,12,5
31156,10,1,0
31157,67,11,2
31158,37,7,0
31159,1,0,0
31160,12,5,1
31161,0,0,0
31162,11,0,0
31163,33,1,0
31164,2,0,0
31165,75,15,3
31166,2,0,0
31167,44,8,0
31168,58,13,2
31169,63,12,2
31170,1,1,0
31171,73,13,4
31172,63,9,3
31173,5,1,0
31174,0,0,0
31175,3,0,0
31176,1,0,0
31177,1,1,0
31178,12,5,1
31179,29,4,2
31180,5,2,0
31181,8,0,0
31182,75,16,4
31183,5,2,0
31184,5,2,1
31185,2,0,0
31186,0,0,0
31187,68,26,5
31188,2,0,0
31189,2,0,0
31190,5,2,1
31191,9,1,0
31192,15,0,0
31193,0,0,0
31194,0,0,0
31195,68,9,2
31196,0,0,0
31197,2,0,0
31198,74,18,8
31199,1,0,0
31200,71,13,2
31201,2,0,0
31202,65,26,3
31203,63,8,0
31204,7,1,0
31205,0,0,0
31206,12,1,0
31207,2,0,0
31208,67,12,1
31209,48,10,2
31210,1,0,0
31211,55,9,3
31212,16,5,3
31213,8,1,0
31214,68,5,1
31215,0,0,0
31216,11,2,1
31217,0,0,0
31218,5,0,0
31219,17,4,0
31220,1,0,0
31221,74,17,6
31222,0,0,0
31223,65,8,0
31224,1,0,0
31225,75,17,7
31226,0,0,0
31227,69,11,2
31228,70,10,2
31229,68,9,3
31230,8,2,0
31231,0,0,0
31232,1,0,0
31233,33,3,0
31234,10,1,0
31235,5,2,0
31236,6,0,0
31237,6,1,0
31238,47,7,1
31239,62,8,2
31240,57,13,1
31241,39,8,3
31242,0,0,0
31243,1,0,0
31244,55,10,3
31245,48,9,4
31246,3,2,0
31247,9,4,1
31248,17,2,1
31249,19,2,0
31250,16,2,1
31251,17,2,1
31252,49,10,2
31253,0,0,0
31254,11,4,3
31255,2,0,0
31256,11,1,0
31257,40,5,0
31258,1,0,0
31259,7,2,1
31260,1,0,0
31261,9,1,0
31262,20,2,0
31263,1,1,0
31264,6,2,2
31265,69,14,5
31266,12,4,1
31267,0,0,0
31268,49,5,0
31269,1,0,0
31270,0,0,0
31271,62,4,1
31272,0,0,0
31273,4,0,0
31274,0,0,0
31275,0,0,0
31276,0,0,0
31277,38,5,1
31278,13,3,0
31279,2,0,0
31280,16,3,1
31281,0,0,0
31282,9,2,0
31283,1,0,0
31284,0,0,0
31285,11,2,1
31286,24,3,1
31287,44,5,1
31288,2,0,0
31289,34,7,3
31290,5,0,0
31291,16,2,0
31292,0,0,0
31293,18,4,0
31294,8,2,0
31295,2,0,0
31296,24,4,1
31297,12,1,0
31298,14,5,0
31299,1,0,0
31300,12,3,0
31301,18,4,0
31302,0,0,0
31303,64,12,5
31304,2,0,0
31305,10,2,1
31306,8,3,3
31307,22,2,0
31308,1,0,0
31309,1,1,0
31310,31,0,0
31311,13,1,0
31312,63,15,0
31313,70,20,7
31314,8,1,0
31315,1,1,1
31316,1,0,0
31317,6,0,0
31318,0,0,0
31319,3,0,0
31320,7,0,0
31321,59,9,1
31322,62,8,1
31323,68,16,4
31324,11,6,2
31325,3,0,0
31326,42,7,0
31327,68,9,2
31328,10,1,0
31329,1,0,0
31330,75,16,3
31331,67,12,6
31332,4,0,0
31333,11,0,0
31334,7,0,0
31335,2,0,0
31336,16,3,1
31337,0,0,0
31338,71,15,4
31339,2,0,0
31340,0,0,0
31341,56,8,2
31342,0,0,0
31343,57,12,4
31344,0,0,0
31345,18,7,1
31346,67,10,4
31347,1,0,0
31348,66,6,1
31349,7,1,1
31350,2,0,0
31351,42,2,1
31352,0,0,0
31353,51,12,2
31354,64,11,1
31355,11,2,1
31356,6,2,1
31357,0,0,0
31358,11,2,1
31359,14,2,1
31360,0,0,0
31361,9,4,1
31362,6,1,0
31363,10,4,0
31364,0,0,0
31365,1,0,0
31366,4,0,0
31367,1,0,0
31368,2,0,0
31369,0,0,0
31370,0,0,0
31371,57,13,1
31372,13,2,1
31373,0,0,0
31374,6,2,0
31375,0,0,0
31376,8,1,1
31377,77,27,7
31378,6,0,0
31379,24,4,2
31380,3,0,0
31381,1,0,0
31382,3,0,0
31383,1,0,0
31384,1,1,1
31385,1,0,0
31386,17,3,0
31387,23,3,1
31388,1,0,0
31389,11,6,2
31390,5,1,0
31391,8,0,0
31392,62,12,7
31393,1,0,0
31394,59,33,6
31395,69,9,3
31396,1,0,0
31397,41,4,0
31398,0,0,0
31399,12,3,1
31400,77,9,0
31401,6,2,0
31402,74,16,2
31403,7,1,0
31404,9,2,0
31405,0,0,0
31406,35,7,3
31407,25,1,0
31408,12,1,0
31409,31,4,0
31410,1,0,0
31411,0,0,0
31412,59,6,1
31413,60,11,3
31414,68,13,3
31415,70,13,4
31416,17,2,1
31417,0,0,0
31418,40,7,0
31419,0,0,0
31420,8,4,1
31421,53,3,1
31422,1,1,0
31423,12,4,2
31424,17,1,0
31425,4,0,0
31426,1,0,0
31427,5,0,0
31428,60,28,4
31429,13,4,2
31430,64,28,4
31431,70,19,6
31432,20,4,0
31433,13,2,1
31434,1,0,0
31435,0,0,0
31436,56,11,3
31437,9,1,0
31438,6,0,0
31439,0,0,0
31440,0,0,0
31441,0,0,0
31442,58,11,0
31443,63,9,4
31444,21,3,0
31445,62,37,12
31446,5,2,1
31447,38,5,1
31448,59,13,4
31449,64,29,4
31450,59,14,4
31451,65,25,3
31452,72,10,3
31453,48,6,1
31454,9,0,0
31455,66,25,5
31456,76,16,3
31457,66,24,5
31458,73,26,4
31459,5,0,0
31460,18,2,2
31461,5,0,0
31462,67,12,3
31463,13,3,0
31464,64,28,4
31465,62,15,2
31466,9,3,2
31467,6,0,0
31468,18,2,1
31469,18,5,3
31470,13,2,1
31471,12,1,0
31472,53,10,0
31473,20,1,0
31474,0,0,0
31475,4,0,0
31476,9,0,0
31477,10,0,0
31478,11,4,3
31479,67,12,1
31480,10,0,0
31481,75,8,1
31482,1,0,0
31483,11,4,0
31484,48,6,3
31485,1,0,0
31486,18,3,1
31487,1,0,0
31488,47,5,0
31489,55,9,0
31490,9,1,0
31491,7,1,0
31492,51,7,3
31493,1,0,0
31494,9,1,0
31495,77,26,10
31496,0,0,0
31497,13,2,1
31498,10,4,0
31499,1,0,0
31500,68,10,0
31501,8,3,3
31502,2,0,0
31503,8,3,1
31504,3,1,1
31505,28,2,1
31506,8,1,0
31507,74,20,6
31508,1,0,0
31509,48,7,0
31510,55,10,4
31511,73,23,6
31512,6,0,0
31513,9,1,1
31514,65,11,3
31515,1,0,0
31516,60,34,7
31517,1,0,0
31518,0,0,0
31519,69,10,3
31520,0,0,0
31521,18,4,0
31522,13,2,1
31523,54,8,0
31524,2,1,0
31525,4,1,0
31526,1,0,0
31527,14,5,1
31528,0,0,0
31529,4,0,0
31530,5,2,0
31531,55,24,6
31532,1,0,0
31533,35,4,0
31534,14,2,1
31535,0,0,0
31536,77,23,7
31537,70,9,2
31538,0,0,0
31539,31,4,0
31540,64,10,1
31541,1,0,0
31542,0,0,0
31543,2,0,0
31544,70,27,16
31545,9,0,0
31546,55,9,2
31547,72,21,7
31548,0,0,0
31549,2,1,0
31550,1,0,0
31551,70,38,16
31552,58,6,1
31553,78,8,0
31554,4,0,0
31555,67,12,1
31556,0,0,0
31557,0,0,0
31558,11,1,0
31559,67,9,1
31560,66,9,1
31561,2,0,0
31562,30,2,0
31563,0,0,0
31564,19,0,0
31565,62,12,5
31566,0,0,0
31567,0,0,0
31568,69,10,0
31569,2,1,0
31570,1,0,0
31571,1,0,0
31572,1,1,0
31573,64,12,5
31574,11,5,1
31575,2,0,0
31576,5,0,0
31577,2,0,0
31578,0,0,0
31579,1,0,0
31580,10,0,0
31581,0,0,0
31582,8,2,1
31583,31,0,0
31584,9,2,0
31585,14,3,1
31586,11,6,2
31587,5,2,0
31588,4,0,0
31589,12,2,0
31590,74,12,3
31591,11,1,0
31592,72,14,3
31593,68,14,2
31594,24,1,0
31595,34,3,0
31596,37,5,2
31597,0,0,0
31598,1,0,0
31599,38,3,0
31600,65,25,3
31601,14,3,1
31602,11,1,0
31603,1,0,0
31604,5,1,0
31605,69,10,4
31606,6,2,0
31607,7,0,0
31608,54,11,2
31609,10,1,0
31610,70,15,3
31611,3,0,0
31612,16,2,2
31613,0,0,0
31614,9,0,0
31615,1,0,0
31616,46,1,0
31617,50,10,2
31618,8,0,0
31619,0,0,0
31620,67,13,1
31621,0,0,0
31622,16,5,3
31623,6,1,1
31624,3,0,0
31625,3,0,0
31626,1,0,0
31627,2,0,0
31628,1,0,0
31629,4,0,0
31630,12,2,1
31631,1,0,0
31632,9,3,1
31633,50,9,2
31634,8,0,0
31635,0,0,0
31636,3,3,0
31637,0,0,0
31638,2,0,0
31639,70,10,2
31640,1,0,0
31641,12,1,0
31642,63,8,0
31643,64,10,0
31644,15,3,0
31645,11,2,1
31646,11,4,0
31647,1,0,0
31648,73,10,3
31649,69,11,3
31650,1,0,0
31651,74,9,1
31652,20,4,0
31653,10,1,1
31654,8,2,0
31655,0,0,0
31656,10,0,0
31657,11,1,0
31658,60,7,5
31659,67,29,9
31660,13,3,0
31661,49,11,2
31662,11,0,0
31663,21,5,1
31664,1,0,0
31665,0,0,0
31666,1,0,0
31667,67,8,1
31668,4,0,0
31669,13,3,0
31670,0,0,0
31671,0,0,0
31672,0,0,0
31673,33,2,0
31674,66,15,3
31675,23,5,0
31676,6,2,1
31677,62,21,4
31678,8,4,0
31679,64,9,1
31680,71,24,3
31681,48,3,1
31682,60,29,5
31683,11,2,1
31684,1,0,0
31685,0,0,0
31686,7,0,0
31687,9,4,2
31688,67,7,1
31689,8,2,0
31690,9,4,1
31691,13,3,1
31692,11,2,0
31693,2,0,0
31694,8,1,1
31695,1,0,0
31696,21,3,1
31697,71,12,0
31698,0,0,0
31699,0,0,0
31700,21,4,0
31701,4,0,0
31702,3,0,0
31703,66,8,4
31704,0,0,0
31705,2,0,0
31706,20,4,4
31707,77,12,0
31708,3,1,0
31709,9,1,0
31710,3,1,0
31711,0,0,0
31712,0,0,0
31713,5,0,0
31714,43,6,1
31715,68,13,4
31716,58,10,4
31717,10,4,0
31718,6,0,0
31719,0,0,0
31720,1,0,0
31721,0,0,0
31722,3,0,0
31723,0,0,0
31724,66,7,0
31725,62,9,0
31726,6,0,0
31727,0,0,0
31728,9,2,2
31729,0,0,0
31730,69,18,4
31731,16,5,0
31732,20,4,0
31733,38,5,4
31734,0,0,0
31735,5,2,0
31736,2,0,0
31737,0,0,0
31738,3,0,0
31739,0,0,0
31740,10,0,0
31741,11,5,3
31742,0,0,0
31743,21,2,0
31744,1,1,0
31745,14,3,0
31746,1,0,0
31747,3,0,0
31748,3,0,0
31749,30,0,0
31750,43,11,1
31751,5,0,0
31752,1,0,0
31753,5,0,0
31754,42,9,1
31755,0,0,0
31756,1,0,0
31757,64,14,2
31758,69,12,4
31759,3,0,0
31760,3,0,0
31761,65,28,4
31762,0,0,0
31763,9,2,0
31764,16,2,2
31765,0,0,0
31766,0,0,0
31767,0,0,0
31768,2,0,0
31769,15,2,1
31770,1,0,0
31771,27,4,0
31772,5,2,1
31773,0,0,0
31774,0,0,0
31775,21,3,1
31776,0,0,0
31777,5,0,0
31778,3,0,0
31779,0,0,0
31780,72,12,3
31781,12,4,1
31782,72,8,2
31783,9,3,0
31784,1,1,0
31785,75,16,6
31786,2,0,0
31787,18,4,0
31788,6,0,0
31789,19,2,0
31790,70,15,3
31791,0,0,0
31792,5,0,0
31793,2,1,0
31794,30,3,1
31795,2,0,0
31796,6,0,0
31797,0,0,0
31798,0,0,0
31799,10,3,0
31800,20,2,1
31801,49,6,1
31802,73,25,6
31803,34,3,1
31804,11,2,1
31805,74,24,2
31806,63,8,0
31807,8,2,0
31808,66,11,2
31809,16,3,2
31810,12,4,3
31811,1,0,0
31812,10,3,0
31813,10,3,0
31814,72,11,4
31815,68,16,5
31816,43,8,0
31817,1,0,0
31818,12,2,0
31819,1,0,0
31820,15,1,1
31821,12,4,2
31822,22,2,0
31823,0,0,0
31824,6,0,0
31825,39,1,0
31826,1,0,0
31827,12,3,3
31828,12,2,1
31829,11,5,1
31830,14,3,0
31831,15,3,1
31832,35,0,0
31833,1,0,0
31834,1,0,0
31835,5,0,0
31836,11,1,0
31837,0,0,0
31838,0,0,0
31839,11,1,1
31840,13,0,0
31841,63,7,0
31842,67,7,1
31843,0,0,0
31844,12,1,0
31845,0,0,0
31846,0,0,0
31847,0,0,0
31848,74,22,3
31849,0,0,0
31850,11,1,1
31851,0,0,0
31852,1,0,0
31853,14,4,0
31854,5,2,1
31855,7,2,2
31856,1,0,0
31857,21,4,0
31858,0,0,0
31859,76,8,0
31860,1,0,0
31861,10,1,1
31862,63,14,4
31863,19,4,2
31864,9,1,0
31865,2,0,0
31866,1,0,0
31867,55,9,5
31868,59,13,5
31869,5,0,0
31870,1,0,0
31871,25,4,4
31872,77,28,11
31873,17,0,0
31874,1,0,0
31875,0,0,0
31876,5,0,0
31877,0,0,0
31878,3,0,0
31879,5,1,0
31880,2,0,0
31881,1,0,0
31882,5,1,0
31883,73,15,6
31884,69,12,1
31885,73,16,4
31886,3,0,0
31887,34,0,0
31888,5,2,1
31889,4,2,0
31890,13,2,1
31891,3,0,0
31892,2,0,0
31893,69,26,3
31894,0,0,0
31895,1,0,0
31896,16,2,0
31897,68,25,5
31898,1,0,0
31899,67,16,5
31900,77,26,10
31901,5,0,0
31902,0,0,0
31903,33,7,0
31904,16,2,2
31905,1,0,0
31906,0,0,0
31907,3,0,0
31908,3,0,0
31909,14,1,1
31910,12,2,2
31911,1,0,0
31912,73,21,13
31913,34,4,0
31914,1,0,0
31915,54,6,0
31916,8,0,0
31917,0,0,0
31918,17,4,1
31919,0,0,0
31920,38,3,0
31921,1,0,0
31922,18,2,0
31923,65,11,2
31924,9,2,0
31925,0,0,0
31926,48,3,1
31927,4,2,0
31928,5,2,0
31929,2,0,0
31930,1,0,0
31931,10,2,0
31932,6,1,0
31933,0,0,0
31934,0,0,0
31935,69,39,17
31936,1,0,0
31937,22,0,0
31938,0,0,0
31939,28,1,0
31940,69,16,4
31941,16,2,2
31942,49,11,6
31943,0,0,0
31944,0,0,0
31945,0,0,0
31946,11,3,0
31947,22,1,0
31948,5,0,0
31949,12,3,0
31950,67,15,0
31951,18,0,0
31952,69,12,1
31953,5,2,0
31954,3,0,0
31955,15,2,2
31956,8,0,0
31957,8,1,1
31958,1,0,0
31959,1,0,0
31960,5,0,0
31961,1,0,0
31962,0,0,0
31963,7,0,0
31964,18,3,3
31965,0,0,0
31966,8,1,0
31967,5,0,0
31968,1,1,1
31969,59,8,3
31970,13,3,1
31971,31,0,0
31972,65,10,2
31973,48,8,1
31974,71,10,2
31975,1,0,0
31976,0,0,0
31977,11,2,1
31978,73,13,4
31979,1,1,1
31980,9,1,0
31981,38,8,2
31982,1,0,0
31983,71,13,2
31984,6,1,0
31985,37,6,0
31986,9,1,0
31987,51,11,1
31988,71,8,1
31989,0,0,0
31990,75,18,4
31991,10,5,2
31992,1,0,0
31993,61,11,3
31994,40,7,0
31995,5,1,0
31996,35,0,0
31997,2,0,0
31998,49,10,2
31999,9,1,0
32000,1,0,0
32001,1,0,0
32002,2,0,0
32003,68,9,1
32004,19,3,1
32005,19,4,3
32006,1,1,0
32007,23,4,0
32008,1,0,0
32009,1,0,0
32010,15,4,1
32011,1,0,0
32012,70,6,1
32013,13,1,0
32014,65,34,5
32015,12,5,1
32016,56,10,1
32017,2,0,0
32018,24,1,0
32019,0,0,0
32020,11,2,0
32021,5,0,0
32022,9,1,0
32023,68,8,2
32024,26,4,0
32025,32,9,0
32026,30,3,1
32027,1,0,0
32028,11,0,0
32029,60,31,4
32030,40,6,0
32031,19,5,0
32032,46,2,0
32033,10,2,1
32034,1,0,0
32035,2,0,0
32036,5,2,2
32037,48,8,1
32038,4,0,0
32039,73,11,2
32040,1,0,0
32041,1,0,0
32042,6,2,1
32043,2,0,0
32044,0,0,0
32045,42,6,1
32046,62,13,3
32047,11,1,0
32048,55,35,12
32049,63,9,0
32050,9,1,1
32051,8,3,0
32052,17,3,0
32053,0,0,0
32054,3,0,0
32055,12,3,1
32056,67,28,5
32057,7,2,0
32058,71,14,4
32059,13,0,0
32060,5,0,0
32061,11,1,0
32062,16,3,1
32063,21,1,0
32064,49,3,1
32065,2,0,0
32066,7,1,0
32067,10,0,0
32068,4,1,0
32069,9,4,0
32070,57,10,2
32071,13,1,0
32072,0,0,0
32073,5,0,0
32074,9,2,2
32075,22,4,1
32076,11,1,0
32077,1,0,0
32078,0,0,0
32079,1,0,0
32080,76,14,4
32081,8,0,0
32082,55,9,3
32083,13,3,0
32084,2,0,0
32085,1,0,0
32086,16,2,1
32087,5,0,0
32088,17,2,2
32089,5,0,0
32090,72,13,2
32091,5,2,1
32092,14,4,1
32093,18,2,1
32094,9,2,0
32095,20,2,0
32096,33,1,0
32097,2,1,0
32098,0,0,0
32099,10,2,1
32100,9,1,0
32101,0,0,0
32102,3,0,0
32103,0,0,0
32104,3,0,0
32105,3,0,0
32106,38,5,4
32107,17,2,1
32108,1,0,0
32109,52,8,2
32110,1,1,0
32111,4,0,0
32112,32,3,1
32113,0,0,0
32114,72,10,2
32115,11,0,0
32116,1,0,0
32117,57,6,1
32118,19,2,1
32119,1,1,0
32120,1,0,0
32121,0,0,0
32122,54,6,0
32123,8,1,0
32124,1,0,0
32125,75,21,9
32126,2,0,0
32127,1,0,0
32128,0,0,0
32129,54,7,5
32130,50,8,1
32131,9,4,0
32132,57,12,2
32133,9,4,0
32134,4,2,0
32135,60,28,4
32136,39,1,0
32137,66,24,5
32138,63,19,2
32139,0,0,0
32140,7,0,0
32141,16,2,0
32142,62,24,2
32143,1,0,0
32144,30,9,0
32145,1,0,0
32146,5,0,0
32147,67,28,5
32148,1,0,0
32149,66,10,2
32150,45,10,4
32151,0,0,0
32152,1,0,0
32153,51,9,5
32154,7,2,1
32155,0,0,0
32156,58,13,4
32157,1,0,0
32158,22,2,1
32159,66,12,1
32160,1,0,0
32161,59,11,4
32162,1,0,0
32163,9,7,2
32164,5,0,0
32165,13,4,2
32166,1,0,0
32167,2,0,0
32168,0,0,0
32169,41,4,0
32170,16,2,2
32171,8,1,1
32172,74,14,3
32173,2,0,0
32174,2,0,0
32175,1,0,0
32176,18,5,2
32177,0,0,0
32178,1,1,1
32179,2,0,0
32180,0,0,0
32181,49,1,0
32182,3,0,0
32183,14,1,1
32184,1,0,0
32185,67,12,1
32186,11,4,1
32187,8,1,0
32188,5,2,1
32189,0,0,0
32190,13,3,1
32191,4,0,0
32192,48,6,2
32193,72,8,2
32194,18,2,1
32195,0,0,0
32196,71,21,5
32197,6,1,0
32198,11,2,1
32199,72,6,1
32200,1,1,0
32201,18,2,1
32202,4,0,0
32203,19,3,1
32204,4,1,0
32205,4,2,0
32206,4,0,0
32207,67,12,1
32208,18,3,2
32209,6,0,0
32210,0,0,0
32211,52,6,2
32212,77,17,6
32213,36,6,0
32214,25,5,0
32215,2,0,0
32216,1,0,0
32217,1,0,0
32218,10,5,2
32219,0,0,0
32220,33,0,0
32221,1,0,0
32222,57,11,2
32223,51,8,3
32224,71,18,2
32225,0,0,0
32226,0,0,0
32227,16,2,2
32228,8,3,3
32229,64,34,17
32230,75,21,2
32231,3,0,0
32232,2,0,0
32233,1,0,0
32234,12,4,3
32235,12,4,0
32236,1,0,0
32237,1,0,0
32238,3,0,0
32239,1,0,0
32240,0,0,0
32241,9,5,1
32242,1,0,0
32243,69,11,0
32244,20,3,1
32245,69,10,3
32246,1,0,0
32247,7,1,0
32248,1,0,0
32249,2,0,0
32250,67,12,3
32251,67,10,3
32252,1,0,0
32253,7,1,0
32254,5,0,0
32255,14,4,0
32256,2,0,0
32257,43,5,1
32258,1,0,0
32259,7,0,0
32260,10,1,1
32261,70,11,4
32262,71,17,3
32263,70,11,4
32264,9,2,0
32265,56,10,5
32266,6,0,0
32267,10,1,0
32268,29,3,1
32269,54,7,3
32270,1,1,0
32271,0,0,0
32272,0,0,0
32273,16,2,1
32274,0,0,0
32275,37,7,2
32276,7,1,0
32277,6,0,0
32278,6,0,0
32279,4,0,0
32280,24,4,1
32281,2,1,1
32282,3,0,0
32283,1,0,0
32284,75,16,2
32285,20,4,1
32286,13,1,1
32287,2,0,0
32288,0,0,0
32289,9,2,0
32290,9,1,0
32291,0,0,0
32292,4,2,0
32293,2,0,0
32294,72,10,3
32295,12,2,1
32296,67,35,17
32297,0,0,0
32298,6,0,0
32299,69,9,4
32300,71,10,0
32301,12,0,0
32302,0,0,0
32303,72,33,16
32304,70,13,2
32305,70,14,2
32306,1,0,0
32307,52,6,0
32308,12,2,1
32309,50,8,2
32310,3,0,0
32311,63,9,0
32312,61,11,3
32313,56,9,5
32314,6,1,0
32315,64,10,1
32316,1,0,0
32317,6,0,0
32318,11,1,0
32319,1,0,0
32320,2,0,0
32321,3,2,0
32322,40,9,1
32323,1,0,0
32324,1,0,0
32325,18,4,0
32326,56,6,1
32327,4,0,0
32328,9,0,0
32329,0,0,0
32330,17,3,0
32331,1,0,0
32332,12,3,2
32333,13,3,0
32334,5,0,0
32335,0,0,0
32336,4,0,0
32337,1,0,0
32338,0,0,0
32339,66,13,1
32340,0,0,0
32341,60,9,5
32342,52,6,1
32343,1,1,0
32344,34,1,0
32345,23,4,2
32346,16,4,3
32347,58,10,4
32348,22,4,1
32349,12,0,0
32350,71,11,4
32351,1,0,0
32352,2,1,0
32353,75,14,4
32354,5,0,0
32355,75,11,4
32356,0,0,0
32357,1,0,0
32358,17,6,0
32359,58,12,2
32360,58,11,0
32361,11,1,1
32362,2,0,0
32363,15,4,0
32364,2,0,0
32365,51,11,3
32366,0,0,0
32367,1,0,0
32368,13,1,0
32369,12,4,0
32370,55,11,3
32371,0,0,0
32372,69,8,0
32373,12,2,1
32374,36,6,1
32375,4,0,0
32376,1,0,0
32377,6,1,1
32378,4,0,0
32379,8,3,0
32380,27,9,1
32381,47,8,0
32382,0,0,0
32383,55,10,2
32384,1,0,0
32385,3,0,0
32386,73,30,15
32387,6,1,0
32388,74,9,0
32389,1,1,1
32390,66,10,0
32391,21,4,0
32392,20,3,1
32393,51,11,6
32394,65,26,5
32395,12,2,1
32396,1,0,0
32397,1,1,0
32398,6,2,0
32399,73,21,7
32400,42,11,1
32401,80,24,8
32402,2,0,0
32403,66,14,2
32404,1,0,0
32405,2,0,0
32406,8,1,1
32407,2,0,0
32408,65,25,5
32409,9,5,2
32410,7,0,0
32411,62,15,2
32412,40,3,0
32413,4,0,0
32414,66,8,1
32415,2,0,0
32416,65,8,1
32417,19,2,1
32418,1,0,0
32419,0,0,0
32420,7,1,0
32421,12,2,1
32422,5,0,0
32423,1,0,0
32424,66,9,1
32425,65,10,2
32426,68,13,2
32427,68,12,2
32428,67,12,2
32429,1,0,0
32430,11,1,1
32431,11,0,0
32432,6,0,0
32433,0,0,0
32434,6,1,0
32435,10,1,0
32436,16,2,2
32437,1,0,0
32438,3,0,0
32439,0,0,0
32440,55,6,2
32441,10,1,0
32442,68,10,4
32443,56,6,0
32444,11,3,0
32445,51,6,0
32446,63,10,3
32447,2,0,0
32448,9,2,0
32449,0,0,0
32450,64,12,2
32451,65,12,3
32452,38,2,1
32453,31,3,1
32454,28,0,0
32455,1,0,0
32456,11,5,3
32457,0,0,0
